person_id,lat,lon,dist_hypercentre_km,commune,INSEE,zone_metrique,zone_communale,reclasse,age,household_size,number_of_cars
370276,43.412989002880664,1.388286993820031,21.0,Lagardelle-sur-Lèze,31263,2eme couronne,2eme couronne,False,34,4,2
370278,43.412989002880664,1.388286993820031,21.0,Lagardelle-sur-Lèze,31263,2eme couronne,2eme couronne,False,7,4,2
370405,43.49246389021748,1.2452147283511763,19.88,Lamasquère,31269,1ere couronne,2eme couronne,True,8,4,2
370406,43.49246389021748,1.2452147283511763,19.88,Lamasquère,31269,1ere couronne,2eme couronne,True,37,4,2
370408,43.49246389021748,1.2452147283511763,19.88,Lamasquère,31269,1ere couronne,2eme couronne,True,31,4,2
372960,43.56427376105481,1.6861812352326953,19.77,Lanta,31271,1ere couronne,2eme couronne,True,43,1,1
373218,43.76686666935924,1.295795901338171,22.34,Grenade,31232,2eme couronne,2eme couronne,False,57,2,3
373219,43.76686666935924,1.295795901338171,22.34,Grenade,31232,2eme couronne,2eme couronne,False,56,2,3
373639,43.56028298851896,1.6543850382443501,17.36,Lanta,31271,1ere couronne,2eme couronne,True,56,2,3
375952,43.77104603826796,1.2939299785723832,22.82,Grenade,31232,2eme couronne,2eme couronne,False,7,5,2
375953,43.77104603826796,1.2939299785723832,22.82,Grenade,31232,2eme couronne,2eme couronne,False,34,5,2
375954,43.77104603826796,1.2939299785723832,22.82,Grenade,31232,2eme couronne,2eme couronne,False,11,5,2
375955,43.77104603826796,1.2939299785723832,22.82,Grenade,31232,2eme couronne,2eme couronne,False,37,5,2
377484,43.5909918652638,1.2294378556670589,17.37,Léguevin,31291,1ere couronne,1ere couronne,False,28,2,2
377485,43.5909918652638,1.2294378556670589,17.37,Léguevin,31291,1ere couronne,1ere couronne,False,26,2,2
378523,43.59925911605267,1.2388269867228527,16.6,Léguevin,31291,1ere couronne,1ere couronne,False,57,2,2
378524,43.59925911605267,1.2388269867228527,16.6,Léguevin,31291,1ere couronne,1ere couronne,False,53,2,2
386779,43.690871087285046,1.5053797877889328,11.48,Lapeyrouse-Fossat,31273,1ere couronne,1ere couronne,False,10,6,2
386781,43.690871087285046,1.5053797877889328,11.48,Lapeyrouse-Fossat,31273,1ere couronne,1ere couronne,False,40,6,2
386782,43.690871087285046,1.5053797877889328,11.48,Lapeyrouse-Fossat,31273,1ere couronne,1ere couronne,False,39,6,2
386783,43.690871087285046,1.5053797877889328,11.48,Lapeyrouse-Fossat,31273,1ere couronne,1ere couronne,False,7,6,2
386784,43.690871087285046,1.5053797877889328,11.48,Lapeyrouse-Fossat,31273,1ere couronne,1ere couronne,False,12,6,2
386876,43.77179796038357,1.288712947219864,23.11,Grenade,31232,2eme couronne,2eme couronne,False,32,3,3
386877,43.77179796038357,1.288712947219864,23.11,Grenade,31232,2eme couronne,2eme couronne,False,59,3,3
386878,43.77179796038357,1.288712947219864,23.11,Grenade,31232,2eme couronne,2eme couronne,False,59,3,3
387325,43.1959809846073,0.606600024101678,81.12,,,3eme couronne,hors périmètre,True,42,3,2
388749,43.253639883780345,1.112598109219928,46.7,Lavelanet-de-Comminges,31286,3eme couronne,3eme couronne,False,9,4,2
388750,43.253639883780345,1.112598109219928,46.7,Lavelanet-de-Comminges,31286,3eme couronne,3eme couronne,False,30,4,2
388751,43.253639883780345,1.112598109219928,46.7,Lavelanet-de-Comminges,31286,3eme couronne,3eme couronne,False,30,4,2
392773,43.39304413396336,1.2573970229338431,27.3,Lavernose-Lacasse,31287,2eme couronne,2eme couronne,False,55,3,2
392774,43.39304413396336,1.2573970229338431,27.3,Lavernose-Lacasse,31287,2eme couronne,2eme couronne,False,55,3,2
392775,43.39304413396336,1.2573970229338431,27.3,Lavernose-Lacasse,31287,2eme couronne,2eme couronne,False,13,3,2
401023,43.389672823537026,1.2555378134887016,27.69,Lavernose-Lacasse,31287,2eme couronne,2eme couronne,False,55,1,1
405234,43.709674962878275,1.3856340268754992,13.37,Lespinasse,31293,1ere couronne,1ere couronne,False,55,3,2
405235,43.709674962878275,1.3856340268754992,13.37,Lespinasse,31293,1ere couronne,1ere couronne,False,54,3,2
412467,43.52099594034591,1.3251247368282342,12.86,Frouzins,31203,1ere couronne,1ere couronne,False,17,2,1
413482,43.66853848057943,1.1972458456944364,21.45,Lévignac,31297,2eme couronne,2eme couronne,False,36,3,2
413484,43.66853848057943,1.1972458456944364,21.45,Lévignac,31297,2eme couronne,2eme couronne,False,35,3,2
415112,43.46975003018436,1.3316880189945033,16.87,Muret,31395,1ere couronne,1ere couronne,False,35,1,1
415753,43.462988672223204,1.3168507242263559,18.16,Muret,31395,1ere couronne,1ere couronne,False,63,1,1
416231,43.46278314904134,1.353046348934242,16.7,Muret,31395,1ere couronne,1ere couronne,False,63,1,1
419431,43.462152044358696,1.3231949879537566,17.96,Muret,31395,1ere couronne,1ere couronne,False,33,2,1
419432,43.462152044358696,1.3231949879537566,17.96,Muret,31395,1ere couronne,1ere couronne,False,33,2,1
425764,43.51948509275539,1.321417241253204,13.2,Frouzins,31203,1ere couronne,1ere couronne,False,58,2,2
425765,43.51948509275539,1.321417241253204,13.2,Frouzins,31203,1ere couronne,1ere couronne,False,58,2,2
429833,43.46330199411196,1.322362996950558,17.89,Muret,31395,1ere couronne,1ere couronne,False,55,1,2
432445,43.430687006656854,1.2247550021778721,25.67,Lherm,31299,2eme couronne,2eme couronne,False,58,3,3
432446,43.430687006656854,1.2247550021778721,25.67,Lherm,31299,2eme couronne,2eme couronne,False,26,3,3
437169,43.16701896346465,0.6705799433893918,78.78,,,3eme couronne,hors périmètre,True,65,1,1
443183,43.49726196782719,1.3142139535070967,15.33,Seysses,31547,1ere couronne,1ere couronne,False,30,2,2
443184,43.49726196782719,1.3142139535070967,15.33,Seysses,31547,1ere couronne,1ere couronne,False,29,2,2
446263,43.50030299495948,1.3107770363693256,15.28,Seysses,31547,1ere couronne,1ere couronne,False,34,3,2
446264,43.50030299495948,1.3107770363693256,15.28,Seysses,31547,1ere couronne,1ere couronne,False,40,3,2
446265,43.50030299495948,1.3107770363693256,15.28,Seysses,31547,1ere couronne,1ere couronne,False,13,3,2
448830,43.45794752251676,1.317648511451032,18.59,Muret,31395,1ere couronne,1ere couronne,False,72,1,1
449902,43.46068600579243,1.3284759741677918,17.87,Muret,31395,1ere couronne,1ere couronne,False,8,3,2
449903,43.46068600579243,1.3284759741677918,17.87,Muret,31395,1ere couronne,1ere couronne,False,47,3,2
449904,43.46068600579243,1.3284759741677918,17.87,Muret,31395,1ere couronne,1ere couronne,False,39,3,2
453659,43.44674816315109,1.3119417474944406,19.89,Muret,31395,1ere couronne,1ere couronne,False,7,5,2
453660,43.44674816315109,1.3119417474944406,19.89,Muret,31395,1ere couronne,1ere couronne,False,9,5,2
453662,43.44674816315109,1.3119417474944406,19.89,Muret,31395,1ere couronne,1ere couronne,False,37,5,2
453663,43.44674816315109,1.3119417474944406,19.89,Muret,31395,1ere couronne,1ere couronne,False,40,5,2
454745,43.44125203683909,1.2908439443998294,21.35,Muret,31395,2eme couronne,1ere couronne,True,77,1,1
457567,43.37069449396561,1.2381427969979786,30.23,Longages,31303,2eme couronne,2eme couronne,False,31,3,1
457568,43.37069449396561,1.2381427969979786,30.23,Longages,31303,2eme couronne,2eme couronne,False,25,3,1
458517,43.49726196782719,1.3142139535070967,15.33,Seysses,31547,1ere couronne,1ere couronne,False,82,2,1
458518,43.49726196782719,1.3142139535070967,15.33,Seysses,31547,1ere couronne,1ere couronne,False,81,2,1
460853,43.49727179100791,1.2982239116290664,16.24,Seysses,31547,1ere couronne,1ere couronne,False,87,2,2
466710,43.433793275111206,1.7835249068609016,32.8,Lux,31310,2eme couronne,3eme couronne,True,49,4,2
466711,43.433793275111206,1.7835249068609016,32.8,Lux,31310,2eme couronne,3eme couronne,True,17,4,2
466712,43.433793275111206,1.7835249068609016,32.8,Lux,31310,2eme couronne,3eme couronne,True,13,4,2
468173,43.197379041545716,1.0115409411027898,56.61,Martres-Tolosane,31324,3eme couronne,3eme couronne,False,63,3,3
468174,43.197379041545716,1.0115409411027898,56.61,Martres-Tolosane,31324,3eme couronne,3eme couronne,False,24,3,3
468175,43.197379041545716,1.0115409411027898,56.61,Martres-Tolosane,31324,3eme couronne,3eme couronne,False,60,3,3
468197,43.4668620169845,1.7955479586633467,31.77,Maurens,31329,2eme couronne,3eme couronne,True,61,2,2
468198,43.4668620169845,1.7955479586633467,31.77,Maurens,31329,2eme couronne,3eme couronne,True,62,2,2
472578,43.72946002691556,1.2865599702667203,19.45,Merville,31341,1ere couronne,2eme couronne,True,89,2,0
472588,43.716757427349286,1.3057870758484986,17.37,Merville,31341,1ere couronne,2eme couronne,True,52,2,2
472589,43.716757427349286,1.3057870758484986,17.37,Merville,31341,1ere couronne,2eme couronne,True,54,2,2
476780,43.71385849264307,1.3148471530591999,16.66,Merville,31341,1ere couronne,2eme couronne,True,52,2,2
476781,43.71385849264307,1.3148471530591999,16.66,Merville,31341,1ere couronne,2eme couronne,True,53,2,2
478648,43.81272499751446,1.5710650118165694,26.0,Mirepoix-sur-Tarn,31346,2eme couronne,3eme couronne,True,6,4,2
478649,43.81272499751446,1.5710650118165694,26.0,Mirepoix-sur-Tarn,31346,2eme couronne,3eme couronne,True,38,4,2
478650,43.81272499751446,1.5710650118165694,26.0,Mirepoix-sur-Tarn,31346,2eme couronne,3eme couronne,True,38,4,2
479932,43.671070020585056,1.2797830034867699,15.62,Mondonville,31351,1ere couronne,1ere couronne,False,63,3,2
479934,43.671070020585056,1.2797830034867699,15.62,Mondonville,31351,1ere couronne,1ere couronne,False,19,3,2
480978,43.663088992361686,1.2838830080973684,14.89,Mondonville,31351,1ere couronne,1ere couronne,False,58,2,2
480979,43.663088992361686,1.2838830080973684,14.89,Mondonville,31351,1ere couronne,1ere couronne,False,56,2,2
483656,43.662986008081724,1.2844919574554623,14.84,Mondonville,31351,1ere couronne,1ere couronne,False,71,2,2
483657,43.662986008081724,1.2844919574554623,14.84,Mondonville,31351,1ere couronne,1ere couronne,False,77,2,2
497593,43.61450629490509,1.574331784727337,10.59,Mons,31355,1ere couronne,1ere couronne,False,67,2,2
497594,43.61450629490509,1.574331784727337,10.59,Mons,31355,1ere couronne,1ere couronne,False,75,2,2
497802,43.7105970254774,1.4840562066677256,12.98,Montberon,31364,1ere couronne,1ere couronne,False,34,3,1
497803,43.7105970254774,1.4840562066677256,12.98,Montberon,31364,1ere couronne,1ere couronne,False,34,3,1
500927,43.41638297712227,1.629883950976366,25.04,Montesquieu-Lauragais,31374,2eme couronne,3eme couronne,True,57,2,2
500928,43.41638297712227,1.629883950976366,25.04,Montesquieu-Lauragais,31374,2eme couronne,3eme couronne,True,57,2,2
503036,43.649525863899136,1.5330730669397694,9.16,Montrabé,31389,1ere couronne,1ere couronne,False,67,2,2
503037,43.649525863899136,1.5330730669397694,9.16,Montrabé,31389,1ere couronne,1ere couronne,False,65,2,2
503934,43.64749820547078,1.5330639632551568,9.02,Montrabé,31389,1ere couronne,1ere couronne,False,65,2,2
503935,43.64749820547078,1.5330639632551568,9.02,Montrabé,31389,1ere couronne,1ere couronne,False,92,2,2
506138,43.56418261142446,1.3162999324143232,11.0,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,38,4,2
506140,43.56418261142446,1.3162999324143232,11.0,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,5,4,2
506141,43.56418261142446,1.3162999324143232,11.0,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,36,4,2
506232,43.567071042165416,1.2766599762641657,13.97,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,9,3,2
506233,43.567071042165416,1.2766599762641657,13.97,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,41,3,2
506234,43.567071042165416,1.2766599762641657,13.97,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,42,3,2
507112,43.52130445267767,1.1697222307274064,23.74,Saint-Lys,31499,2eme couronne,2eme couronne,False,28,4,1
507114,43.52130445267767,1.1697222307274064,23.74,Saint-Lys,31499,2eme couronne,2eme couronne,False,24,4,1
507115,43.52130445267767,1.1697222307274064,23.74,Saint-Lys,31499,2eme couronne,2eme couronne,False,6,4,1
507255,43.589515017191054,1.296860010609324,11.96,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,70,2,1
507256,43.589515017191054,1.296860010609324,11.96,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,69,2,1
512352,43.538372702104766,1.2180885973316866,19.42,Fonsorbes,31187,1ere couronne,2eme couronne,True,50,1,2
513461,43.56804738629373,1.292917972752174,12.68,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,39,6,1
513462,43.56804738629373,1.292917972752174,12.68,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,17,6,1
513463,43.56804738629373,1.292917972752174,12.68,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,15,6,1
513465,43.56804738629373,1.292917972752174,12.68,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,6,6,1
513466,43.56804738629373,1.292917972752174,12.68,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,19,6,1
513503,43.546686769280015,1.2322044006927604,18.04,Fonsorbes,31187,1ere couronne,2eme couronne,True,10,4,2
513504,43.546686769280015,1.2322044006927604,18.04,Fonsorbes,31187,1ere couronne,2eme couronne,True,43,4,2
513505,43.546686769280015,1.2322044006927604,18.04,Fonsorbes,31187,1ere couronne,2eme couronne,True,13,4,2
513506,43.546686769280015,1.2322044006927604,18.04,Fonsorbes,31187,1ere couronne,2eme couronne,True,45,4,2
514466,43.64323388069531,1.5264604359837135,8.31,Montrabé,31389,1ere couronne,1ere couronne,False,35,2,2
514467,43.64323388069531,1.5264604359837135,8.31,Montrabé,31389,1ere couronne,1ere couronne,False,35,2,2
518841,43.56514600046555,1.292064650865751,12.83,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,86,2,2
519452,43.51488528050705,1.1804651229370784,23.21,Saint-Lys,31499,2eme couronne,2eme couronne,False,26,2,2
519453,43.51488528050705,1.1804651229370784,23.21,Saint-Lys,31499,2eme couronne,2eme couronne,False,28,2,2
521674,43.53686385682001,1.1991678912991908,20.92,Fonsorbes,31187,2eme couronne,2eme couronne,False,63,3,3
521675,43.53686385682001,1.1991678912991908,20.92,Fonsorbes,31187,2eme couronne,2eme couronne,False,59,3,3
521676,43.53686385682001,1.1991678912991908,20.92,Fonsorbes,31187,2eme couronne,2eme couronne,False,28,3,3
521736,43.56981204558253,1.2875887126889018,13.04,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,26,4,3
521737,43.56981204558253,1.2875887126889018,13.04,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,23,4,3
521738,43.56981204558253,1.2875887126889018,13.04,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,56,4,3
521739,43.56981204558253,1.2875887126889018,13.04,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,56,4,3
528403,43.53536535420786,1.2425087638107066,17.71,Fonsorbes,31187,1ere couronne,2eme couronne,True,31,2,2
528404,43.53536535420786,1.2425087638107066,17.71,Fonsorbes,31187,1ere couronne,2eme couronne,True,34,2,2
537167,43.57512403172539,1.2958113705216256,12.27,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,60,1,1
538748,43.08946202786136,0.5666809806658235,90.74,,,3eme couronne,hors périmètre,True,44,4,2
538749,43.08946202786136,0.5666809806658235,90.74,,,3eme couronne,hors périmètre,True,17,4,2
538750,43.08946202786136,0.5666809806658235,90.74,,,3eme couronne,hors périmètre,True,42,4,2
538751,43.08946202786136,0.5666809806658235,90.74,,,3eme couronne,hors périmètre,True,11,4,2
540425,43.54392975595327,1.2138115250692032,19.55,Fonsorbes,31187,1ere couronne,2eme couronne,True,62,2,2
541838,43.54089364261799,1.2309443463162835,18.35,Fonsorbes,31187,1ere couronne,2eme couronne,True,62,1,1
542155,43.56268057851228,1.2962589522711037,12.59,Plaisance-du-Touch,31424,1ere couronne,1ere couronne,False,58,1,1
544609,43.53882413515103,1.222378858125957,19.08,Fonsorbes,31187,1ere couronne,2eme couronne,True,8,3,1
544610,43.53882413515103,1.222378858125957,19.08,Fonsorbes,31187,1ere couronne,2eme couronne,True,65,3,1
544611,43.53882413515103,1.222378858125957,19.08,Fonsorbes,31187,1ere couronne,2eme couronne,True,12,3,1
545270,43.51111105902209,1.2203433203875274,20.49,Saint-Lys,31499,2eme couronne,2eme couronne,False,18,5,2
545271,43.51111105902209,1.2203433203875274,20.49,Saint-Lys,31499,2eme couronne,2eme couronne,False,15,5,2
545272,43.51111105902209,1.2203433203875274,20.49,Saint-Lys,31499,2eme couronne,2eme couronne,False,19,5,2
545273,43.51111105902209,1.2203433203875274,20.49,Saint-Lys,31499,2eme couronne,2eme couronne,False,43,5,2
545274,43.51111105902209,1.2203433203875274,20.49,Saint-Lys,31499,2eme couronne,2eme couronne,False,49,5,2
552083,43.372863740163055,1.5917719063850102,27.63,Nailloux,31396,2eme couronne,3eme couronne,True,57,3,3
552084,43.372863740163055,1.5917719063850102,27.63,Nailloux,31396,2eme couronne,3eme couronne,True,70,3,3
552085,43.372863740163055,1.5917719063850102,27.63,Nailloux,31396,2eme couronne,3eme couronne,True,31,3,3
569315,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,47,6,2
569316,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,8,6,2
569317,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,9,6,2
569318,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,14,6,2
569319,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,15,6,2
569320,43.51879252283146,1.4009200185022652,9.43,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,42,6,2
573367,43.355068267690896,1.6208667208078749,30.45,Nailloux,31396,2eme couronne,3eme couronne,True,66,1,1
576407,43.75698697877313,1.5601179858891028,20.02,Paulhac,31407,2eme couronne,2eme couronne,False,66,2,2
576408,43.75698697877313,1.5601179858891028,20.02,Paulhac,31407,2eme couronne,2eme couronne,False,63,2,2
577566,43.74798899930512,1.574024957902978,19.7,Paulhac,31407,1ere couronne,2eme couronne,True,49,4,2
577567,43.74798899930512,1.574024957902978,19.7,Paulhac,31407,1ere couronne,2eme couronne,True,15,4,2
577568,43.74798899930512,1.574024957902978,19.7,Paulhac,31407,1ere couronne,2eme couronne,True,50,4,2
577569,43.74798899930512,1.574024957902978,19.7,Paulhac,31407,1ere couronne,2eme couronne,True,18,4,2
581492,43.50273731510747,1.5152915637228976,11.95,Péchabou,31409,1ere couronne,2eme couronne,True,38,2,2
581493,43.50273731510747,1.5152915637228976,11.95,Péchabou,31409,1ere couronne,2eme couronne,True,38,2,2
582534,43.71351157143847,1.454282598536774,12.94,Pechbonnieu,31410,1ere couronne,1ere couronne,False,32,1,2
584934,43.52298872145675,1.4052083925092218,8.87,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,81,2,1
584935,43.52298872145675,1.4052083925092218,8.87,Portet-sur-Garonne,31433,1ere couronne,1ere couronne,False,87,2,1
591950,43.70131403742985,1.470511942390957,11.74,Saint-Loup-Cammas,31497,1ere couronne,1ere couronne,False,71,2,2
597210,43.706851962097694,1.456181041972545,12.21,Pechbonnieu,31410,1ere couronne,1ere couronne,False,56,1,1
598742,43.51501207601835,1.4522802822606902,9.17,Pechbusque,31411,1ere couronne,1ere couronne,False,66,1,1
600458,43.6153000220235,1.5215300166801777,6.48,Balma,31044,Toulouse,1ere couronne,True,61,2,2
604368,43.4977676921443,1.3927021978473368,11.85,Pinsaguel,31420,1ere couronne,1ere couronne,False,55,3,2
604370,43.4977676921443,1.3927021978473368,11.85,Pinsaguel,31420,1ere couronne,1ere couronne,False,11,3,2
604960,43.086942964219055,0.8109659744397958,76.48,,,3eme couronne,hors périmètre,True,52,2,2
604961,43.086942964219055,0.8109659744397958,76.48,,,3eme couronne,hors périmètre,True,63,2,2
605246,43.42423938941251,1.1720843641180296,29.24,Poucharramet,31435,2eme couronne,3eme couronne,True,60,2,2
605247,43.42423938941251,1.1720843641180296,29.24,Poucharramet,31435,2eme couronne,3eme couronne,True,66,2,2
613489,43.41779298711571,1.173844011789199,29.61,Poucharramet,31435,2eme couronne,3eme couronne,True,50,3,2
613490,43.41779298711571,1.173844011789199,29.61,Poucharramet,31435,2eme couronne,3eme couronne,True,14,3,2
622594,43.530053019416385,1.6242029969181655,16.26,Préserville,31439,1ere couronne,2eme couronne,True,82,1,1
627574,43.26577902789409,1.1883819673286622,42.29,Rieux-Volvestre,31455,3eme couronne,3eme couronne,False,49,4,3
627575,43.26577902789409,1.1883819673286622,42.29,Rieux-Volvestre,31455,3eme couronne,3eme couronne,False,49,4,3
627576,43.26577902789409,1.1883819673286622,42.29,Rieux-Volvestre,31455,3eme couronne,3eme couronne,False,17,4,3
627577,43.26577902789409,1.1883819673286622,42.29,Rieux-Volvestre,31455,3eme couronne,3eme couronne,False,5,4,3
631585,43.51256790960391,1.3759492069507389,10.95,Roques,31458,1ere couronne,1ere couronne,False,29,3,2
631586,43.51256790960391,1.3759492069507389,10.95,Roques,31458,1ere couronne,1ere couronne,False,62,3,2
634624,43.49321061390826,1.3773098555332965,12.8,Roquettes,31460,1ere couronne,1ere couronne,False,79,2,2
634625,43.49321061390826,1.3773098555332965,12.8,Roquettes,31460,1ere couronne,1ere couronne,False,70,2,2
645985,43.49444206222029,1.3619853032666824,13.25,Roquettes,31460,1ere couronne,1ere couronne,False,69,2,1
645986,43.49444206222029,1.3619853032666824,13.25,Roquettes,31460,1ere couronne,1ere couronne,False,69,2,1
648903,43.49745584430716,1.3656537015614616,12.82,Roquettes,31460,1ere couronne,1ere couronne,False,57,2,2
649829,43.65607566658469,1.5224791869478707,9.03,Rouffiac-Tolosan,31462,1ere couronne,1ere couronne,False,32,2,2
649830,43.65607566658469,1.5224791869478707,9.03,Rouffiac-Tolosan,31462,1ere couronne,1ere couronne,False,33,2,2
650489,43.455903002984094,2.00330605666371,47.68,,,3eme couronne,hors périmètre,True,81,2,1
650490,43.455903002984094,2.00330605666371,47.68,,,3eme couronne,hors périmètre,True,85,2,1
652319,43.65607566658469,1.5224791869478707,9.03,Rouffiac-Tolosan,31462,1ere couronne,1ere couronne,False,16,4,3
652321,43.65607566658469,1.5224791869478707,9.03,Rouffiac-Tolosan,31462,1ere couronne,1ere couronne,False,50,4,3
652322,43.65607566658469,1.5224791869478707,9.03,Rouffiac-Tolosan,31462,1ere couronne,1ere couronne,False,22,4,3
654061,43.279777021116566,1.1393190371606308,43.08,Saint-Élix-le-Château,31476,3eme couronne,3eme couronne,False,70,2,2
654062,43.279777021116566,1.1393190371606308,43.08,Saint-Élix-le-Château,31476,3eme couronne,3eme couronne,False,71,2,2
655434,43.470120988005014,1.8498299623739338,35.57,Falga,31180,2eme couronne,3eme couronne,True,21,4,2
655435,43.470120988005014,1.8498299623739338,35.57,Falga,31180,2eme couronne,3eme couronne,True,10,4,2
655436,43.470120988005014,1.8498299623739338,35.57,Falga,31180,2eme couronne,3eme couronne,True,40,4,2
655437,43.470120988005014,1.8498299623739338,35.57,Falga,31180,2eme couronne,3eme couronne,True,43,4,2
655704,43.68396589802876,1.490351545396888,10.3,Saint-Geniès-Bellevue,31484,1ere couronne,1ere couronne,False,65,3,2
655705,43.68396589802876,1.490351545396888,10.3,Saint-Geniès-Bellevue,31484,1ere couronne,1ere couronne,False,85,3,2
662368,43.11256739123209,0.7314414842518958,78.96,,,3eme couronne,hors périmètre,True,29,2,1
662369,43.11256739123209,0.7314414842518958,78.96,,,3eme couronne,hors périmètre,True,28,2,1
663806,43.68509102655209,1.4818800509219991,10.2,Saint-Geniès-Bellevue,31484,1ere couronne,1ere couronne,False,46,3,1
663807,43.68509102655209,1.4818800509219991,10.2,Saint-Geniès-Bellevue,31484,1ere couronne,1ere couronne,False,10,3,1
663808,43.68509102655209,1.4818800509219991,10.2,Saint-Geniès-Bellevue,31484,1ere couronne,1ere couronne,False,8,3,1
665182,43.42113241736647,1.2827221289073436,23.56,Saint-Hilaire,31486,2eme couronne,2eme couronne,False,49,4,3
665183,43.42113241736647,1.2827221289073436,23.56,Saint-Hilaire,31486,2eme couronne,2eme couronne,False,51,4,3
665184,43.42113241736647,1.2827221289073436,23.56,Saint-Hilaire,31486,2eme couronne,2eme couronne,False,20,4,3
665185,43.42113241736647,1.2827221289073436,23.56,Saint-Hilaire,31486,2eme couronne,2eme couronne,False,11,4,3
671940,43.10848202217432,0.7253259517960217,79.63,,,3eme couronne,hors périmètre,True,72,1,1
673100,43.73696196893294,1.3677820541493666,16.72,Saint-Jory,31490,1ere couronne,2eme couronne,True,57,2,1
673101,43.73696196893294,1.3677820541493666,16.72,Saint-Jory,31490,1ere couronne,2eme couronne,True,19,2,1
675588,43.11108253663401,0.7314462909790833,79.07,,,3eme couronne,hors périmètre,True,82,2,2
675589,43.11108253663401,0.7314462909790833,79.07,,,3eme couronne,hors périmètre,True,81,2,2
678994,43.7448133042292,1.369528807650274,17.48,Saint-Jory,31490,1ere couronne,2eme couronne,True,63,2,1
679325,43.11138762917213,0.7186188320869589,79.81,,,3eme couronne,hors périmètre,True,34,1,0
681085,43.10584697248414,0.7173880323711106,80.3,,,3eme couronne,hors périmètre,True,27,1,0
682724,43.10703896136753,0.7229679692602823,79.88,,,3eme couronne,hors périmètre,True,66,1,1
684891,43.736488988356356,1.3557629702576222,17.06,Saint-Jory,31490,1ere couronne,2eme couronne,True,82,1,2
690810,43.59791800706135,1.3507431853178526,7.59,Colomiers,31149,Toulouse,1ere couronne,True,91,1,0
698438,43.600169997844404,1.3472599776375147,7.88,Colomiers,31149,Toulouse,1ere couronne,True,72,2,1
698439,43.600169997844404,1.3472599776375147,7.88,Colomiers,31149,Toulouse,1ere couronne,True,75,2,1
699521,43.61202998983407,1.3329900031826152,9.17,Colomiers,31149,1ere couronne,1ere couronne,False,70,1,0
701104,43.60160997334662,1.350140012630397,7.65,Colomiers,31149,Toulouse,1ere couronne,True,52,2,2
703995,43.61173203722644,1.2729300110135027,13.95,Pibrac,31417,1ere couronne,1ere couronne,False,90,1,1
704370,43.625209996866715,1.3336499501775259,9.48,Colomiers,31149,1ere couronne,1ere couronne,False,28,2,2
704371,43.625209996866715,1.3336499501775259,9.48,Colomiers,31149,1ere couronne,1ere couronne,False,29,2,2
706698,43.609944164351624,1.2700770334198108,14.15,Pibrac,31417,1ere couronne,1ere couronne,False,43,2,2
706699,43.609944164351624,1.2700770334198108,14.15,Pibrac,31417,1ere couronne,1ere couronne,False,38,2,2
706990,43.61994996339458,1.3305699838440712,9.55,Colomiers,31149,1ere couronne,1ere couronne,False,80,1,1
711452,43.61648899881389,1.3297899761060339,9.52,Colomiers,31149,1ere couronne,1ere couronne,False,84,2,1
711453,43.61648899881389,1.3297899761060339,9.52,Colomiers,31149,1ere couronne,1ere couronne,False,83,2,1
718956,43.61182695878732,1.3269179500882042,9.64,Colomiers,31149,1ere couronne,1ere couronne,False,94,2,0
718957,43.61182695878732,1.3269179500882042,9.64,Colomiers,31149,1ere couronne,1ere couronne,False,91,2,0
726404,43.61201002290616,1.3282400547876423,9.54,Colomiers,31149,1ere couronne,1ere couronne,False,91,1,0
727141,43.61703366328711,1.267627398028896,14.45,Pibrac,31417,1ere couronne,1ere couronne,False,66,2,2
727142,43.61703366328711,1.267627398028896,14.45,Pibrac,31417,1ere couronne,1ere couronne,False,27,2,2
